,tweet,tokens
1884,   But I have to called an hotel to send a shuttle to come pick my mother who is sitting at  terminal at the airport with their agents      I reminded them that she is a wheelchair passenger who cannot speak English  How will the hotel find her ,"['cal', 'hotel', 'send', 'shuttl', 'com', 'pick', 'moth', 'sit', 'termin', 'airport', 'ag', 'remind', 'wheelchair', 'passeng', 'speak', 'engl', 'hotel', 'find']"
1885, EVERYONE should know about this   It about time we called out these violent liberals that have gone so far off the deep end ,"['everyon', 'know', 'tim', 'cal', 'viol', 'lib', 'gon', 'far', 'deep', 'end']"
1886, I think Jack is busy right now pushing the feds for their share of the      million museum project  Waiting for Liberals to suggest only they can deliver federal dollars ,"['think', 'jack', 'busy', 'right', 'push', 'fed', 'shar', 'mil', 'muse', 'project', 'wait', 'lib', 'suggest', 'del', 'fed', 'doll']"
1887, He wants to be the senator of North Mexico ,"['want', 'sen', 'nor', 'mexico']"
1888, Liberals be like ,"['lib', 'lik']"
1889, I seen these big chairs but the look on your face and the pose makes me laugh  Somehow I believe that was all purposely orcastrated by you Boots  You are so silly,"['seen', 'big', 'chair', 'look', 'fac', 'pos', 'mak', 'laugh', 'somehow', 'believ', 'purpos', 'orcast', 'boot', 'sil']"
1890, The whole of the media in this country sets out to discredit Tommy and you decide to write a criticism about him as well  Pathetic  We know he has his faults no one is perfect but save your attacks for the likes of Corbyn and Antifa  If you do like Tommy stay away from him ,"['whol', 'med', 'country', 'set', 'discredit', 'tommy', 'decid', 'writ', 'crit', 'wel', 'pathet', 'know', 'fault', 'on', 'perfect', 'sav', 'attack', 'lik', 'corbyn', 'antif', 'lik', 'tommy', 'stay', 'away']"
1891, Self defence is justified but that is not what Antifa does is it   ,"['self', 'def', 'just', 'antif']"
1892,  What an incredibly odd little man he is ,"['incred', 'od', 'littl', 'man']"
1893,   Conservatives    are enemies of whites  ,"['conserv', 'enemy', 'whit']"
1894, Lol I sure Paul manipulated people last season and we called them followers cuz they saw the threat and did do anything  Kind of what Kaycee  amp  Angeela are doing this season  They both wanna take Tyler all the way knowing how much of a final   threat he is  That following,"['lol', 'sur', 'paul', 'manip', 'peopl', 'last', 'season', 'cal', 'follow', 'cuz', 'saw', 'threat', 'anyth', 'kind', 'kayc', 'amp', 'angeel', 'season', 'wan', 'na', 'tak', 'tyl', 'way', 'know', 'much', 'fin', 'threat', 'follow']"
1895, Hollywood is so out of touch ,"['hollywood', 'touch']"
1896, Hey Biden   There is a reason why hard working Americans will NEVER TOLERATE YOU OR YOUR CAREER POLITICIANS AGAIN    MAGA THANK YOU TRUMP,"['hey', 'bid', 'reason', 'hard', 'work', 'am', 'nev', 'tol', 'car', 'polit', 'mag', 'thank', 'trump']"
1897, It is a suicide mission if they do put him on the bench   Standup for  justice and I do mean the warped sense of justice preached by the liberals   Get  er done  ,"['suicid', 'miss', 'put', 'bench', 'standup', 'just', 'mean', 'warp', 'sens', 'just', 'preach', 'lib', 'get', 'er', 'don']"
1898,  The same way democrats have smeared conservatives republicans    What about how democrats don t stand up for the women that have been sexually assaulted by democratic politicians   You re a hypocrite  amp  you need to SHUT the HELL UP ,"['way', 'democr', 'smear', 'conserv', 'republ', 'democr', 'stand', 'wom', 'sex', 'assault', 'democr', 'polit', 'hypocrit', 'amp', 'nee', 'shut', 'hel']"
1899, This sums up what happening across the pond  It is what the  MSM hides in America    MeToo   MAGA   KAG    ,"['sum', 'hap', 'across', 'pond', 'msm', 'hid', 'americ', 'metoo', 'mag', 'kag']"
1900, Oh stop  U r only defending him because u r both conservatives  If I liberal had been accused u would believe the women right away  Go yell at someone in a toll booth and spare us all please ,"['oh', 'stop', 'defend', 'conserv', 'lib', 'accus', 'would', 'believ', 'wom', 'right', 'away', 'go', 'yel', 'someon', 'tol', 'boo', 'spar', 'pleas']"
1901,  reading when the letter does say that they know Ford  Unlike the Kavanaugh letter where the women say they do him  The left wing  liberals are threatening this woman life  ,"['read', 'let', 'say', 'know', 'ford', 'unlik', 'kavanaugh', 'let', 'wom', 'say', 'left', 'wing', 'lib', 'threatening', 'wom', 'lif']"
1902, He is truly dumb as shit ,"['tru', 'dumb', 'shit']"
1903, hugs Milo  He is mine now and you cannot have him back   gt   gt ,"['hug', 'milo', 'min', 'back', 'gt', 'gt']"
1904, Charged for false charges   Why not ,"['charg', 'fals', 'charg']"
1905, He lets her ramble on for a bit  smiling and admitting to himself that this is why he likes having Kate around  She is definitely a younger version of himself  Pretty sure they done did the do   ,"['let', 'rambl', 'bit', 'smil', 'admit', 'lik', 'kat', 'around', 'definit', 'young', 'vert', 'pretty', 'sur', 'don']"
1906, do you have run support data  I m guessing Nola has gotten more  Everything equal I go with wins but his season is just so good I think he is the exception ,"['run', 'support', 'dat', 'guess', 'nol', 'got', 'everyth', 'eq', 'go', 'win', 'season', 'good', 'think', 'exceiv']"
1907,  Williams displayed her bad tempered side to the world and it is something she will probably always regret  I would say to her be ye never so high that you believe you are above the rules ,"['william', 'display', 'bad', 'temp', 'sid', 'world', 'someth', 'prob', 'alway', 'regret', 'would', 'say', 'ye', 'nev', 'high', 'believ', 'rul']"
1908,  She is an opportunist  She wanted a cabinet post but Liberals rightly decided she wasn t good enough for the task  She crossed because Conservatives promised her one  She is a person with no core beliefs  She is not credible and not to be trusted ,"['opportun', 'want', 'cabinet', 'post', 'lib', 'right', 'decid', 'good', 'enough', 'task', 'cross', 'conserv', 'prom', 'on', 'person', 'cor', 'believ', 'cred', 'trust']"
1909,  This is just more proof  are beyond unhinged and should never ever have power in this country again   WalkAwayFromDemocrats  WalkAway  ,"['proof', 'beyond', 'unh', 'nev', 'ev', 'pow', 'country', 'walkawayfromdemocr', 'walkaway']"
1910,  When they go low       ,"['go', 'low']"
1911,  The US Open has treated her poorly with the whole controversy over her outfit   Bottom line is she was treated differently because she is a women of color and this would never happen to a man   The USTA better soon recognize that she IS women s tennis and act accordingly  ,"['op', 'tre', 'poor', 'whol', 'controversy', 'outfit', 'bottom', 'lin', 'tre', 'diff', 'wom', 'col', 'would', 'nev', 'hap', 'man', 'ust', 'bet', 'soon', 'recogn', 'wom', 'ten', 'act', 'accord']"
1912, SEE I TOLD YOU       SHE IS DESPICABLE            ,"['see', 'told', 'desp']"
1913, Fear monger  Fake rage ,"['fear', 'mong', 'fak', 'rag']"
1914,  Are conservatives starting to sound like my relatives on Facebook or is it the other way around  ,"['conserv', 'start', 'sound', 'lik', 'rel', 'facebook', 'way', 'around']"
1915, I m finna say fuck it and get a crispy ass jogging suit  ,"['finn', 'say', 'fuck', 'get', 'crispy', 'as', 'jog', 'suit']"
1916,   Women   Liberals   Nuff said   Kavanaugh to be confirmed next week regardless of these desperate games   Game over    MAGA,"['wom', 'lib', 'nuff', 'said', 'kavanaugh', 'confirm', 'next', 'week', 'regardless', 'desp', 'gam', 'gam', 'mag']"
1917,  WHOS  SICK  OF  INTITLED   RACISTS ,"['who', 'sick', 'intitl', 'rac']"
1918, Fuk this fat cock sucker,"['fuk', 'fat', 'cock', 'suck']"
1919, And you KNOW he is probably saying the softest things and yet he looks like THIS            WHAT IS THE TRUTH  ,"['know', 'prob', 'say', 'softest', 'thing', 'yet', 'look', 'lik', 'tru']"
1920,  What you are saying is simply untrue ,"['say', 'simply', 'untru']"
1921, FamilyProtection  Gun Control Supporters Are Once Again Rebranding Their Efforts  we re on Facebook   LivingTrust   FREE California  CCW class   PLUS virtually unlimited Free Training at Front Sight  world largest shooting school   ,"['familyprotect', 'gun', 'control', 'support', 'rebrand', 'effort', 'facebook', 'livingtrust', 'fre', 'californ', 'ccw', 'class', 'plu', 'virt', 'unlimit', 'fre', 'train', 'front', 'sight', 'world', 'largest', 'shoot', 'school']"
1922, Just wondering whether we should have another election if the wrong  party get in because       of the electorate voted for the  Conservatives  Or when       voted Labour in       and won   ,"['wond', 'wheth', 'anoth', 'elect', 'wrong', 'party', 'get', 'elect', 'vot', 'conserv', 'vot', 'labo']"
1923,  She is great  Hi Fiona ,"['gre', 'hi', 'fion']"
1924, All I hearing is We do care that people in this country are being unjustly treated  I going to make up an excuse as to why kneeling is offensive so I continue to ignore the problems  we face as a Nation   ,"['hear', 'car', 'peopl', 'country', 'unjust', 'tre', 'going', 'mak', 'excus', 'kneel', 'offend', 'continu', 'ign', 'problem', 'fac', 'nat']"
1925,  I completely agree  which is why a potential victim claim must be afforded due process before she  or he  is villianized ,"['complet', 'agr', 'pot', 'victim', 'claim', 'must', 'afford', 'due', 'process', 'vil']"
1926,   Bwahahahahaha    she is a liar  Let her bring a case with the State of MD then  I would love to see it and see her bankrupted by Kavanaugh attorney in a libel suit ,"['bwahahahahah', 'liar', 'let', 'bring', 'cas', 'stat', 'md', 'would', 'lov', 'see', 'see', 'bankrupt', 'kavanaugh', 'attorney', 'libel', 'suit']"
1927, Her family consist of    Cheating husband who never loved her  two bonus boys who made it clear she is not their mom and never will be   in laws who show more affection to stray cats than Wewe    paid employees who laugh at her while cashing her checks  ,"['famy', 'consist', 'che', 'husband', 'nev', 'lov', 'two', 'bon', 'boy', 'mad', 'clear', 'mom', 'nev', 'law', 'show', 'affect', 'stray', 'cat', 'wew', 'paid', 'employ', 'laugh', 'cash', 'check']"
1928,         years ago I was sexually assaulted by a Supreme Court nominee  but I would like to remain anonymous so that I do have to answer questions  This is basically a smear campaign because I am a democrat and do want conservatives with a majority on SCOTUS   ,"['year', 'ago', 'sex', 'assault', 'suprem', 'court', 'nomin', 'would', 'lik', 'remain', 'anonym', 'answ', 'quest', 'bas', 'smear', 'campaign', 'democr', 'want', 'conserv', 'maj', 'scot']"
1929,  understand that black lives matter  fight global warming  demand gun control  safeguard Roe v  Wade  and  of course  marshal their forces to throw the bum out   Save our SS from being used as welfare for billionaires  Have medicare that covers everything  No worries or fears  ,"['understand', 'black', 'lif', 'mat', 'fight', 'glob', 'warm', 'demand', 'gun', 'control', 'safeguard', 'roe', 'wad', 'cours', 'marsh', 'forc', 'throw', 'bum', 'sav', 'us', 'welf', 'billionair', 'medic', 'cov', 'everyth', 'worry', 'fear']"
1930, His policies were the worst,"['policy', 'worst']"
1931,  Maybe  will tweet a bible verse  After all   he is a ferengi  ,"['mayb', 'tweet', 'bibl', 'vers', 'fereng']"
1932,   I don t like this  You guys aren t gettting what she is trying to pass across  She said she went to the CU in Enugu and left in        ,"['lik', 'guy', 'gett', 'try', 'pas', 'across', 'said', 'went', 'cu', 'enugu', 'left']"
1933, better leave  HIAC with  SDLIVE Women Title tonight  She is the best woman on the whole roster bar none ,"['bet', 'leav', 'hiac', 'sdlive', 'wom', 'titl', 'tonight', 'best', 'wom', 'whol', 'rost', 'bar', 'non']"
1934,  We all know that the left is going to believe all those lies demo liberals rats are there to destroy President Trump  Nov is going to be red    ,"['know', 'left', 'going', 'believ', 'lie', 'demo', 'lib', 'rat', 'destroy', 'presid', 'trump', 'nov', 'going', 'red']"
1935, A nothing burger  ,"['noth', 'burg']"
1936,    He did not born so he is not pakistani Get a life man If ur wife deleiver boy in london nd back to pk so the baby is not pakistani You nd  ur wife r not pakistani Just some papers of registration in london make ur boy non Pakistani    Honey see the forefathers history ,"['born', 'pakistan', 'get', 'lif', 'man', 'ur', 'wif', 'deleiv', 'boy', 'london', 'nd', 'back', 'pk', 'baby', 'pakistan', 'nd', 'ur', 'wif', 'pakistan', 'pap', 'reg', 'london', 'mak', 'ur', 'boy', 'non', 'pakistan', 'honey', 'see', 'forefath', 'hist']"
1937,Adulting is knowing who fucked cut off in your future plans     ,"['adult', 'know', 'fuck', 'cut', 'fut', 'plan']"
1938, please don t make the same mistake with  Kavanaugh  He is a perjurer who is also a Trump lackey   VoteNoOnKavanaugh ,"['pleas', 'mak', 'mistak', 'kavanaugh', 'pers', 'also', 'trump', 'lackey', 'votenoonkavanaugh']"
1939, she is so beautiful    ,['beauty']
1940, you are so sweet  thank you for spreading love into her tml  ,"['sweet', 'thank', 'spreading', 'lov', 'tml']"
1941, She sounds amazing and it a bloody disgrace that she is mostly forgotten ,"['sound', 'amaz', 'bloody', 'disgrac', 'most', 'forgot']"
1942, Says the man with     favorability and wo win so he is retiring  ,"['say', 'man', 'fav', 'wo', 'win', 'retir']"
1943,                 Semper fi Marines and Follow ALL MAGA,"['semp', 'fi', 'marin', 'follow', 'mag']"
1944,   She is the  comedian  that lectures the audience for an hour how white men are the scum of the earth ,"['com', 'lect', 'audy', 'hour', 'whit', 'men', 'scum', 'ear']"
1945, You are too pure to become like this  Atsushi kun    He whispered as if he could hear what the child was thinking about  That was so hard    I love you  I have adopted you  I have saved you  You showed me a beautiful light  Atsushi kun   ,"['pur', 'becom', 'lik', 'atsush', 'kun', 'whisp', 'could', 'hear', 'child', 'think', 'hard', 'lov', 'adopt', 'sav', 'show', 'beauty', 'light', 'atsush', 'kun']"
1946, And My Nephew Is Over There  Trump has it right  Get the F outta there ,"['nephew', 'trump', 'right', 'get', 'outt']"
1947,This is how he  MAGA       Please explain    ,"['mag', 'pleas', 'explain']"
1948,Impeach Trump and  MAGA,"['impeach', 'trump', 'mag']"
1949,  is Zoe getting married  I refuse to believe this  she is still a BABY  A BABY  LOL ,"['zoe', 'get', 'marry', 'refus', 'believ', 'stil', 'baby', 'baby', 'lol']"
1950,Salesforce Billionaire Marc Benioff Buys Time for      Million     TCOT  MAGA  RedNationRising ,"['salesforc', 'billionair', 'marc', 'benioff', 'buy', 'tim', 'mil', 'tcot', 'mag', 'rednationr']"
1951, illegalaliens do get  Constitutional rights   tcot  AmericaFirst  SanctuaryCities  Conservatives  law  Lawyers  thewall  Trumpwall  Wall,"['illegala', 'get', 'constitut', 'right', 'tcot', 'americafirst', 'sanctuaryc', 'conserv', 'law', 'lawy', 'thewal', 'trumpwal', 'wal']"
